编号,位置,区,房型,所处楼层级别,总楼层数,建造年份,面积,朝向,关注数,是否有VR房源,是否近地铁,单位价格,挂牌年,挂牌月,挂牌日,总价,纬度,经度
13933,温江区太极大道266号,4,3|2,3,33,-1,90.38,4,9,1,0,10179.2,2019,8,25,92.0,30.649360893305946,103.81063443727348
13934,温江区科锦路355号,4,2|1,2,32,-1,70.57,5,6,0,0,7085.2,2019,7,21,50.0,30.712324401254268,103.86301189172848
13935,天府新区区菜蔬街二段84号,1,2|1,3,6,2002,87.51,3,20,1,0,11198.7,2019,3,11,98.0,30.50763291476461,104.07559301608713
13936,天府新区区正西街127号,1,3|2,2,6,2000,93.31,5,41,1,0,9216.6,2019,2,25,86.0,30.50763291476461,104.07559301608713
13937,天府新区区正东街120号,1,3|2,2,6,2007,98.2,3,10,1,1,11710.8,2018,7,5,115.0,30.50763291476461,104.07559301608713
13938,天府新区区富民路二段219号,1,2|1,2,8,1998,97.62,4,67,1,0,10038.9,2019,11,12,98.0,30.50763291476461,104.07559301608713
13939,天府新区区南湖北路121号,1,3|2,2,33,2016,99.22,1,65,1,0,17133.6,2019,11,21,170.0,30.50763291476461,104.07559301608713
13940,天府新区区南湖西路175号,1,3|2,1,34,2010,124.44,4,38,1,1,16875.6,2019,1,26,210.0,30.50763291476461,104.07559301608713
13941,天府新区区天府大道南段海昌南路99号,1,3|2,2,31,2015,149.55,3,32,1,1,18923.4,2019,10,8,283.0,30.50763291476461,104.07559301608713
13942,天府新区区南湖西路175号,1,3|2,1,34,2012,124.44,4,37,1,1,15188.0,2019,7,7,189.0,30.50763291476461,104.07559301608713
13943,天府新区区海昌路68号,1,4|2,1,32,2012,134.0,4,33,1,1,17537.3,2019,10,12,235.0,30.50763291476461,104.07559301608713
13944,天府新区区麓山大道一段136号,1,4|2,2,4,2009,159.02,5,16,1,0,22009.8,2019,8,3,350.0,30.50763291476461,104.07559301608713
13945,天府新区区南湖西路18号,1,3|2,3,34,2010,114.05,3,14,1,1,16133.3,2019,12,23,184.0,30.50763291476461,104.07559301608713
13946,天府新区区通济巷15号,1,2|1,3,6,-1,92.84,4,5,1,0,9047.8,2019,11,6,84.0,30.50763291476461,104.07559301608713
13947,成华区驷马桥西林一街19号,2,1|1,1,26,2017,46.0,5,0,0,1,11521.7,2019,7,11,53.0,30.705950098366213,104.10313434437866
13948,成华区荆竹中路,2,1|1,1,16,2015,46.03,5,4,0,1,8690.0,2019,1,9,40.0,30.71835878137567,104.1177474744656
13949,成华区驷马桥西林一街19号,2,1|0,3,26,2017,36.21,5,1,0,1,12096.1,2019,5,13,43.8,30.705950098366213,104.10313434437866
13950,成华区荆翠西路2号,2,1|0,2,20,2015,40.07,4,1,0,1,9982.5,2018,3,9,40.0,30.722923403675093,104.1101574603473
13951,成华区新鸿南支路3号,2,2|1,2,6,1992,67.4,3,1,1,0,13353.1,2019,10,28,90.0,30.65618061723919,104.11994972521994
13952,成华区致祥路44号,2,3|2,2,6,2000,133.77,5,0,1,0,12558.9,2019,10,16,168.0,30.707862301942768,104.1151904127975
13953,成华区青龙路499号,2,1|0,3,22,2012,30.12,4,0,0,0,11620.2,2019,12,26,35.0,30.709955586131578,104.12326486331465
13954,成华区龙树路3号,2,2|1,3,32,2014,58.4,5,1,0,0,12671.2,2019,11,12,74.0,30.709395887085556,104.16860165340292
13955,成华区成华区杉板桥路601号,2,1|1,3,26,2017,40.0,5,0,0,1,13000.0,2019,4,23,52.0,30.677185890064912,104.13874802564392
13956,成华区东荆路988号,2,1|1,2,17,2013,36.0,3,0,0,0,12000.0,2019,4,5,43.2,30.721679652146026,104.12255756270865
13957,成华区荆翠西路2号,2,1|0,2,20,2015,48.14,-1,6,0,1,8932.3,2018,12,10,43.0,30.722923403675093,104.1101574603473
13958,成华区长融街30号,2,2|2,2,11,2006,82.4,1,4,1,1,15776.7,2019,7,3,130.0,30.66131887385395,104.15083600007792
13959,成华区东丽街与东紫路交汇处,2,1|1,2,23,2017,46.0,4,1,0,1,10869.6,2019,3,15,50.0,30.71627115136744,104.11587231291692
13960,成华区崔家店路379号,2,2|2,1,38,2012,88.7,3,1,1,1,20293.1,2019,8,26,180.0,30.669250085896763,104.14088470099436
13961,成华区东荆路988号,2,1|0,2,17,2013,34.99,5,25,0,0,8573.9,2018,7,16,30.0,30.721679652146026,104.12255756270865
13962,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
13963,成华区羊子山西路88号,2,2|1,1,18,2010,79.1,5,1,1,1,15170.7,2019,12,8,120.0,30.71318969185268,104.10296880374098
13964,成华区羊子山路88号,2,1|1,2,18,2014,59.98,3,1,0,1,10336.8,2018,3,20,62.0,30.71109947845468,104.10358772096615
13965,成华区金马河路8号,2,2|1,1,32,2011,88.85,1,3,1,1,18007.9,2020,2,9,160.0,30.638583116120333,104.1546906532755
13966,成华区驷马桥西林一街19号,2,1|0,2,26,2017,37.4,5,0,0,1,13636.4,2019,9,16,51.0,30.705950098366213,104.10313434437866
13967,成华区荆翠西路2号,2,1|1,2,20,2015,35.43,8,8,0,1,10725.4,2018,12,25,38.0,30.722923403675093,104.1101574603473
13968,成华区青龙路499号,2,1|0,2,22,2012,31.0,3,3,0,0,12580.6,2018,5,14,39.0,30.709955586131578,104.12326486331465
13969,成华区东丽街138号,2,2|1,1,20,2012,47.16,5,6,1,0,18023.7,2018,9,27,85.0,30.716354199842982,104.11698262212047
13970,成华区双桥路174号,2,1|1,2,8,1994,56.0,5,1,1,1,14285.7,2019,10,12,80.0,30.656370979946562,104.1116277852467
13971,成华区新鸿路119号,2,2|1,3,6,2001,63.9,-1,16,1,0,13928.0,2018,5,16,89.0,30.66797303255453,104.10689804683823
13972,成华区驷马桥西林一街19号,2,1|0,2,26,2017,46.1,3,1,0,1,14316.7,2019,11,10,66.0,30.705950098366213,104.10313434437866
13973,成华区双华南路8号,2,2|1,2,7,1990,72.24,4,5,1,1,12873.8,2019,11,13,93.0,30.6546424662463,104.10797519958544
13974,成华区龙潭路33号,2,1|1,3,28,2018,39.47,3,1,0,0,8614.1,2019,6,20,34.0,30.710370009018888,104.17233767457823
13975,成华区成华大道三段,2,2|1,2,32,2014,91.43,4,2,1,0,16734.1,2020,3,11,153.0,30.083248404397693,120.06725070133574
13976,成华区龙潭路33号,2,1|1,3,28,2018,39.47,3,0,0,0,8867.5,2019,6,20,35.0,30.710370009018888,104.17233767457823
13977,成华区人民塘北一路蓝光乐彩城,2,3|1,1,41,2015,65.0,4,0,1,0,20769.2,2019,5,9,135.0,30.69648911874491,104.14505161506857
13978,双流区花月东街149号,0,3|2,3,7,1996,118.8,1,3,1,0,7744.1,2019,9,12,92.0,30.583386086249032,103.9257003447593
13979,双流区长顺路三段128号,0,2|1,1,15,2014,85.71,5,11,1,1,12250.6,2019,4,7,105.0,27.056265238927665,106.8618952311296
13980,天府新区区华府大道一段499号,0,3|2,3,6,2003,118.35,5,19,1,1,14364.2,2018,3,15,170.0,30.50763291476461,104.07559301608713
13981,双流区双楠大道银河路160号,0,3|2,2,38,2014,98.0,-1,20,1,0,15000.0,2019,8,25,147.0,27.056265238927665,106.8618952311296
13982,双流区东升街道金河路43号,0,1|1,1,18,2010,60.64,7,30,1,0,10719.0,2019,2,10,65.0,-1.0,-1.0
13983,双流区临港路33号,0,1|1,1,12,2009,58.84,2,3,1,0,9857.2,2019,2,20,58.0,27.056265238927665,106.8618952311296
13984,双流区临港路三段58号,0,4|2,1,22,2012,119.13,-1,27,1,0,15529.3,2019,11,14,185.0,27.056265238927665,106.8618952311296
13985,双流区学府路133号,0,2|2,3,13,2007,82.95,3,72,1,0,10247.1,2019,5,16,85.0,27.056265238927665,106.8618952311296
13986,双流区西航港近都段46号,0,3|2,3,7,2004,127.25,5,9,1,0,9037.3,2019,11,18,115.0,30.58550698147673,104.00013041256868
13987,双流区机场路近都段48号,0,2|1,3,22,2012,51.47,5,12,1,0,15737.3,2020,3,5,81.0,27.056265238927665,106.8618952311296
13988,天府新区区华府大道一段898号,0,2|1,3,26,2010,89.0,1,32,1,1,17303.4,2019,9,23,154.0,30.50763291476461,104.07559301608713
13989,双流区双楠大道龙桥路,0,2|1,1,12,2015,77.98,4,4,1,1,14362.7,2019,11,15,112.0,27.056265238927665,106.8618952311296
13990,双流区航都大街佳兆业8号,0,1|1,2,14,2014,55.1,3,16,1,0,15426.5,2018,9,29,85.0,27.056265238927665,106.8618952311296
13991,双流区黄龙大道二段333号,0,2|2,1,6,2005,83.93,4,33,1,0,12153.0,2018,11,21,102.0,27.056265238927665,106.8618952311296
13992,双流区宜城大道海棠湾,0,3|2,1,16,2014,141.08,6,4,1,0,18287.5,2019,9,14,258.0,27.056265238927665,106.8618952311296
13993,天府新区区和平路31号,0,2|2,2,6,2002,88.96,3,167,1,1,11803.1,2018,6,21,105.0,30.50763291476461,104.07559301608713
13994,天府新区区剑南大道南段1399号,0,4|2,1,6,2007,147.29,5,12,1,1,16837.5,2018,2,22,248.0,30.50763291476461,104.07559301608713
13995,天府新区区华府大道996号,0,2|1,2,33,2016,56.01,6,11,1,1,23210.1,2020,1,4,130.0,30.50763291476461,104.07559301608713
13996,双流区西航港街道黄河中路二段36号,0,2|2,2,23,2009,77.42,5,21,1,0,13691.6,2019,5,20,106.0,30.57246587713265,104.00914302191977
13997,双流区石鼓路16号,0,4|2,3,20,2010,143.0,4,6,1,0,10839.2,2019,10,22,155.0,27.056265238927665,106.8618952311296
13998,双流区一杆旗东街41号,0,4|3,1,1,1998,164.99,5,15,1,1,8364.1,2019,11,18,138.0,30.57845519237055,103.92134140800104
13999,双流区藏卫路南二段528号,0,2|2,3,16,2007,92.0,5,4,1,1,11956.5,2020,3,5,110.0,30.56230148390911,103.92131629407386
14000,-1,0,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14001,双流区西航港街道黄河中路二段36号,0,3|1,2,22,2009,108.0,2,10,1,0,14629.6,2019,9,15,158.0,30.57246587713265,104.00914302191977
14002,双流区万顺路一段中信城右岸,0,3|1,1,33,2016,117.84,8,58,1,1,16123.6,2018,12,9,190.0,27.056265238927665,106.8618952311296
14003,双流区双楠大道中段888号,0,1|1,3,11,2016,49.68,5,17,0,0,6441.2,2019,6,13,32.0,27.056265238927665,106.8618952311296
14004,双流区双楠大道与绕城高速交界处,0,3|2,1,11,2015,108.0,4,49,1,1,16203.7,2018,12,26,175.0,27.056265238927665,106.8618952311296
14005,双流区涧槽中街333号,0,4|2,3,16,2012,134.0,4,7,1,0,13432.8,2018,6,22,180.0,30.565531829191492,103.91385119382828
14006,天府新区区华府大道996号,0,4|2,1,33,2016,192.25,-1,1,1,1,26007.8,2019,12,26,500.0,30.50763291476461,104.07559301608713
14007,双流区川大路三段266号,0,3|2,2,18,2010,100.03,5,9,1,0,14495.7,2019,7,13,145.0,27.056265238927665,106.8618952311296
14008,双流区机场路近都段112号,0,2|1,3,18,2009,85.0,5,6,1,0,14117.6,2019,10,31,120.0,27.056265238927665,106.8618952311296
14009,双流区东升街道银河路2222号,0,3|2,3,16,2014,126.0,4,1,1,0,17063.5,2019,8,18,215.0,-1.0,-1.0
14010,双流区正通路,0,3|1,1,25,2015,95.21,5,1,1,0,17645.2,2019,3,23,168.0,30.58467031783568,103.90370618144962
14011,双流区双楠大道银河路160号,0,4|1,3,37,2014,217.21,5,20,1,0,18875.7,2019,6,5,410.0,27.056265238927665,106.8618952311296
14012,双流区静园路136号,0,4|2,1,13,-1,118.25,5,25,1,1,18063.4,2019,12,3,213.6,27.056265238927665,106.8618952311296
14013,双流区涧槽中街38号,0,3|2,1,6,2011,185.64,4,7,1,0,12389.6,2018,7,18,230.0,30.571787571231226,103.91572895058157
14014,双流区长治路一段78号,0,3|2,3,6,2013,94.93,5,43,1,1,8216.6,2018,4,11,78.0,30.57399235128151,103.92934034156715
14015,双流区西航港街道机场路常乐二段52号,0,1|0,3,16,2013,41.16,1,12,1,0,11418.9,2019,12,11,47.0,30.601251913994478,103.9334470386298
14016,天府新区区华府大道一段898号,0,4|2,1,33,2010,158.14,-1,44,1,1,16441.1,2019,9,1,260.0,30.50763291476461,104.07559301608713
14017,双流区东升街道金河路43号,0,3|2,1,14,2010,138.0,1,8,1,0,11014.5,2019,10,21,152.0,-1.0,-1.0
14018,双流区宜城大道海棠湾,0,3|1,1,16,2014,97.75,4,10,1,0,14117.6,2019,11,18,138.0,27.056265238927665,106.8618952311296
14019,双流区观庄路88号,0,3|2,1,27,2018,78.08,1,2,1,0,15625.0,2020,2,20,122.0,27.056265238927665,106.8618952311296
14020,双流区双楠大道与绕城高速交界处,0,2|1,3,11,2016,66.7,8,45,1,1,15292.4,2019,11,11,102.0,27.056265238927665,106.8618952311296
14021,双流区西航港街道黄河中路二段36号,0,3|2,3,22,2009,110.17,7,29,1,0,14341.5,2018,3,8,158.0,30.57246587713265,104.00914302191977
14022,双流区西航港街道黄河中路二段36号,0,2|1,1,23,2009,76.52,1,10,1,0,13721.9,2019,2,28,105.0,30.57246587713265,104.00914302191977
14023,双流区航都大街佳兆业8号,0,3|1,1,14,2014,93.72,7,8,1,0,14404.6,2019,10,17,135.0,27.056265238927665,106.8618952311296
14024,双流区西航港街道锦华路三段102号,0,3|1,2,16,-1,100.94,7,42,1,0,12383.6,2018,6,8,125.0,30.083248404397693,120.06725070133574
14025,天府新区区华府大道996号,0,3|2,2,33,2016,89.5,1,12,1,1,21787.7,2019,8,13,195.0,30.50763291476461,104.07559301608713
14026,双流区三强路北二段88号,0,3|2,3,5,2005,162.0,4,25,1,1,8333.3,2018,8,23,135.0,30.580384196017928,103.93974999924058
14027,双流区西航港锦华路二段1号,0,2|1,3,16,2012,78.74,-1,7,1,0,11557.0,2020,1,12,91.0,27.056265238927665,106.8618952311296
14028,双流区天府一街西段川大路东侧,0,2|1,1,16,2015,79.21,5,48,1,0,12877.2,2019,4,4,102.0,27.056265238927665,106.8618952311296
14029,双流区华府大道三段,0,4|2,2,32,2015,111.73,-1,7,1,0,20585.3,2019,8,30,230.0,27.056265238927665,106.8618952311296
14030,双流区双楠大道银河路160号,0,2|1,3,38,2014,71.0,4,20,1,0,14366.2,2018,11,13,102.0,27.056265238927665,106.8618952311296
14031,双流区西航港街道黄河中路二段36号,0,3|1,3,22,2009,100.99,7,19,1,0,15348.1,2019,7,25,155.0,30.57246587713265,104.00914302191977
14032,双流区南昌路28号,0,4|2,3,7,2000,173.54,8,15,1,1,6338.6,2019,4,13,110.0,27.056265238927665,106.8618952311296
14033,天府新区区新希望大道123号,0,4|2,1,6,2001,167.0,4,32,1,0,11976.0,2019,3,28,200.0,30.50763291476461,104.07559301608713
14034,金牛区羊西线蜀西路29号,6,3|2,2,23,2014,88.34,4,3,1,0,17206.2,2019,8,27,152.0,30.712428877936507,104.00594110176
14035,金牛区洞子口路163号,6,2|2,2,32,2016,67.76,3,5,1,1,19923.3,2020,1,9,135.0,30.72994379423606,104.06826275329516
14036,金牛区中新路13号,6,3|1,2,5,2000,69.25,6,9,1,1,12996.4,2018,4,1,90.0,30.67855938454985,104.04174921047323
14037,金牛区金科东路65号,6,3|2,3,6,2003,90.96,4,4,1,1,14292.0,2018,12,6,130.0,30.719502015453386,104.01281736813364
14038,金牛区金科南路,6,3|1,3,17,-1,88.0,4,1,0,1,15340.9,2019,12,13,135.0,30.72276607586017,104.00605503744104
14039,-1,6,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14040,金牛区工人村,6,3|2,3,7,1990,140.0,4,31,1,1,13000.0,2019,9,27,182.0,30.681496849267635,104.09088298434193
14041,金牛区金瑞路118号,6,2|1,3,30,2013,84.4,6,6,1,1,17772.5,2019,8,14,150.0,30.712656976372237,104.01702107410662
14042,金牛区蜀跃东路138号,6,2|2,3,18,2008,102.01,4,2,1,1,15488.7,2018,9,27,158.0,30.70981818577692,104.01320143146799
14043,金牛区黄苑东街2号,6,1|1,3,6,2001,53.88,4,1,1,1,12063.8,2019,6,14,65.0,30.69019993755197,104.02731286780896
14044,金牛区韦家碾一路2号,6,3|2,3,24,-1,91.17,6,7,1,1,19743.3,2019,9,15,180.0,30.72559184024943,104.08881495749857
14045,金牛区蜀蓉路39号,6,1|1,1,30,2008,59.14,8,0,1,1,21136.3,2019,8,31,125.0,30.69340640760358,104.03243254626638
14046,金牛区星辉西路8号,6,3|2,3,7,-1,79.87,4,16,1,0,13146.4,2019,8,12,105.0,30.68424346250727,104.08277687664032
14047,金牛区二环路北三段191号,6,1|1,3,9,-1,53.67,4,5,0,1,9036.7,2018,6,10,48.5,30.699942794628768,104.0891477275883
14048,金牛区黄金东二路26号,6,2|1,1,18,2009,86.61,8,4,1,0,12238.8,2019,10,14,106.0,30.71170465083191,104.0005954482634
14049,金牛区蜀西环街59号,6,2|2,2,26,2009,89.93,5,9,1,0,15567.7,2019,9,9,140.0,30.70724668120752,104.00915674802792
14050,金牛区星河街38号,6,2|1,1,6,2007,79.86,6,4,1,1,15026.3,2019,10,15,120.0,30.693620216872386,104.02242266598562
14051,金牛区田家巷15号,6,2|1,2,22,2007,89.6,7,2,1,0,13950.9,2019,9,22,125.0,30.695476122646536,104.08958493198169
14052,金牛区洞子口路333号,6,3|2,1,20,2009,98.29,5,1,1,1,18313.2,2019,11,16,180.0,30.72737229015607,104.06659459996315
14053,金牛区蜀兴南街3号,6,2|2,3,7,2000,95.16,5,5,1,1,13766.3,2017,12,26,131.0,30.69385086721805,104.02936300040658
14054,金牛区一环路北四段168号,6,2|1,1,12,2000,93.42,4,3,1,1,14557.9,2020,1,8,136.0,30.683278576850533,104.09911584744252
14055,金牛区洞子口路168号,6,1|1,3,22,2009,46.97,2,4,1,1,14477.3,2019,7,6,68.0,30.7281974362853,104.0622490470586
14056,金牛区群星路7号,6,4|3,3,7,2000,158.93,-1,4,1,1,12584.2,2019,12,14,200.0,30.70729786478765,104.05593200011916
14057,金牛区一环路北四段168号,6,2|2,3,12,2000,93.42,4,7,1,1,14665.0,2019,6,18,137.0,30.683278576850533,104.09911584744252
14058,金牛区黄金东二路26号,6,3|2,1,18,2009,89.9,4,12,1,0,13904.3,2019,11,1,125.0,30.71170465083191,104.0005954482634
14059,金牛区西安北路16号,6,1|1,1,33,2014,61.54,8,12,1,1,19174.5,2019,4,13,118.0,30.675362451516857,104.05526692616026
14060,金牛区育苗路2号,6,2|1,3,7,2001,69.34,4,20,1,0,12258.4,2019,6,21,85.0,30.707512303163305,104.0296423159286
14061,金牛区田家巷15号,6,3|1,3,22,2007,89.99,3,12,1,0,14668.3,2019,10,19,132.0,30.695476122646536,104.08958493198169
14062,金牛区蜀西南三路98号,6,4|2,2,22,-1,119.06,4,2,1,0,21837.7,2019,11,10,260.0,30.71503183177756,104.00130476736187
14063,-1,6,4|2,2,7,2000,143.35,6,23,1,1,11719.6,2018,10,10,168.0,-1.0,-1.0
14064,金牛区同和路66号,6,4|1,2,7,2000,142.86,4,10,1,1,13999.7,2019,9,4,200.0,30.690328455916948,104.0229009858222
14065,金牛区化成街10号,6,2|2,2,7,1996,74.94,5,16,1,1,12810.2,2019,10,25,96.0,30.69122725947249,104.03736952645086
14066,金牛区玉居庵西路6号,6,2|1,1,6,2001,63.79,3,7,1,1,11757.3,2019,7,20,75.0,30.707063782680255,104.06965180310524
14067,金牛区交桂巷8号,6,3|1,3,7,1998,82.38,4,9,1,1,12745.8,2018,6,26,105.0,30.707523221687307,104.05207409146244
14068,金牛区茶店子西街36号,6,1|0,3,31,2010,35.7,4,15,0,1,6806.7,2019,10,25,24.3,30.708495137727514,104.0296956896488
14069,高新西区汇川街599号,10,3|2,3,6,2007,120.79,5,41,1,1,15647.0,2020,1,2,189.0,30.75992186573347,103.89507403232952
14070,高新西区蓝岸街98号,10,2|2,2,17,2007,88.71,6,27,1,0,13865.4,2020,1,2,123.0,30.75992186573347,103.89507403232952
14071,高新西区西源大道1313号,10,1|0,2,18,2011,39.14,6,87,1,0,9197.8,2020,1,2,36.0,30.75992186573347,103.89507403232952
14072,高新西区西双柏路6号,10,1|0,2,32,2014,41.31,4,2,0,0,6051.8,2020,1,2,25.0,30.75992186573347,103.89507403232952
14073,高新西区百草路778号,10,3|1,1,18,2015,94.52,4,6,1,0,13542.1,2020,1,2,128.0,30.75992186573347,103.89507403232952
14074,高新西区西芯大道一号,10,1|1,3,7,2014,60.0,4,0,0,0,11666.7,2020,1,1,70.0,30.75992186573347,103.89507403232952
14075,高新西区西源大道1311号,10,2|1,1,18,2016,69.44,4,81,1,0,18433.2,2020,1,1,128.0,30.75992186573347,103.89507403232952
14076,高新西区西源大道1311号,10,2|2,2,18,2015,79.0,8,45,1,0,11645.6,2019,12,31,92.0,30.75992186573347,103.89507403232952
14077,高新西区西迪康大道8号,10,1|0,3,19,2015,38.0,4,0,0,0,6578.9,2019,12,31,25.0,30.75992186573347,103.89507403232952
14078,高新西区汇川街299号,10,3|2,3,11,2007,115.28,5,2,1,0,22206.8,2019,12,31,256.0,30.75992186573347,103.89507403232952
14079,温江区温泉大道三段399号,4,3|2,1,25,2015,84.0,5,28,1,0,10000.0,2019,6,25,84.0,30.68491123730936,103.8784485919002
14080,温江区政通东路1265号,4,3|2,2,6,1992,104.0,4,11,1,0,9230.8,2019,1,10,96.0,30.68360303001657,103.8617019467016
14081,温江区海科路东段688号,4,3|2,1,18,-1,89.0,4,9,1,1,13483.1,2019,9,3,120.0,30.679795084070506,103.82049419363572
14082,温江区涌泉街道江浦路2666号,4,3|2,1,34,2015,89.08,4,106,1,0,12326.0,2019,1,18,109.8,30.680611689784023,103.90309792172104
14083,温江区光华大道三段118号,4,3|2,3,17,2009,119.19,4,28,1,1,15940.9,2019,7,13,190.0,30.686656588872214,103.87779351877656
14084,温江区柳台大道东段61号,4,3|1,3,6,2007,124.88,5,16,1,1,8247.9,2018,10,25,103.0,30.695296845413157,103.8329463510048
14085,天府新区区麓山大道381号,1,4|2,2,6,2014,240.08,5,7,1,0,21659.4,2019,12,16,520.0,30.50763291476461,104.07559301608713
14086,天府新区区南湖西路175号,1,2|2,1,34,2010,86.16,3,10,1,1,19730.7,2019,8,11,170.0,30.50763291476461,104.07559301608713
14087,天府新区区广都上街186号,1,3|2,3,5,-1,124.33,8,13,1,1,10456.0,2019,8,29,130.0,30.50763291476461,104.07559301608713
14088,天府新区区麓山大道630号,1,2|2,3,34,2009,88.0,-1,11,1,0,15340.9,2019,12,14,135.0,30.50763291476461,104.07559301608713
14089,天府新区区麓山大道一段136号,1,4|2,2,4,2009,142.62,5,6,1,0,25241.9,2019,10,11,360.0,30.50763291476461,104.07559301608713
14090,-1,1,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14091,天府新区区麓山大道二段20号,1,3|2,2,27,2006,171.07,8,23,1,0,17992.6,2018,7,20,307.8,30.50763291476461,104.07559301608713
14092,天府新区区海昌路169号,1,2|2,2,35,2015,62.54,8,5,1,0,24784.1,2018,4,4,155.0,30.50763291476461,104.07559301608713
14093,天府新区区麓山大道630号,1,3|2,1,34,2009,145.21,3,4,1,0,15150.5,2018,4,8,220.0,30.50763291476461,104.07559301608713
14094,天府新区区菁蓉北二街和菁蓉路的交叉口,1,4|2,1,18,2017,180.26,5,10,1,1,30511.5,2019,7,2,550.0,30.50763291476461,104.07559301608713
14095,高新西区尚雅路9号,10,3|1,2,33,2012,75.0,4,76,1,0,13840.0,2020,1,5,103.8,30.75992186573347,103.89507403232952
14096,高新西区尚锦路116号,10,4|2,2,24,2008,87.27,4,14,1,0,12604.6,2020,1,5,110.0,30.75992186573347,103.89507403232952
14097,高新西区天目路77号,10,2|1,2,16,2013,83.58,6,7,1,1,19741.6,2020,1,5,165.0,30.75992186573347,103.89507403232952
14098,高新西区尚锦路268号,10,2|1,3,26,2012,85.86,5,30,1,0,9550.4,2020,1,5,82.0,30.75992186573347,103.89507403232952
14099,高新西区西源大道1311号,10,4|2,3,18,2015,116.96,4,38,1,0,23341.3,2020,1,5,273.0,30.75992186573347,103.89507403232952
14100,-1,10,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14101,高新西区合作路89号,10,3|2,2,28,-1,89.0,4,45,1,0,14269.7,2020,1,5,127.0,30.75992186573347,103.89507403232952
14102,高新西区西区尚雅路8号,10,3|1,2,33,2012,86.9,-1,6,1,0,15535.1,2020,1,5,135.0,30.75992186573347,103.89507403232952
14103,高新西区尚锦路116号,10,3|2,3,24,2008,87.0,3,9,1,0,12643.7,2020,1,4,110.0,30.75992186573347,103.89507403232952
14104,高新西区尚锦路116号,10,3|1,2,27,2009,89.33,4,9,1,0,11530.3,2020,1,4,103.0,30.75992186573347,103.89507403232952
14105,天府新区区海昌路169号,1,4|1,2,27,2015,78.96,5,2,1,1,27862.2,2019,12,8,220.0,30.50763291476461,104.07559301608713
14106,天府新区区华阳正西街43号,1,3|1,3,6,2004,93.0,3,4,1,0,11828.0,2019,10,18,110.0,30.50763291476461,104.07559301608713
14107,天府新区区顺河路一段6号,1,3|2,2,5,2003,127.46,5,56,1,0,9807.0,2018,7,9,125.0,30.50763291476461,104.07559301608713
14108,天府新区区麓山大道二段19号附1号,1,3|1,3,26,2009,126.0,5,15,1,0,15714.3,2019,7,14,198.0,30.50763291476461,104.07559301608713
14109,天府新区区麓山大道16号附6号,1,4|2,1,4,2008,163.81,3,29,1,0,23686.0,2019,11,11,388.0,30.50763291476461,104.07559301608713
14110,高新区天府大道南段1163号,1,3|1,1,32,2009,108.08,5,13,1,1,17579.6,2019,8,16,190.0,30.746126110373726,103.93541378871336
14111,天府新区区南湖西路175号,1,3|1,3,34,2010,121.0,8,14,1,1,19008.3,2019,8,24,230.0,30.50763291476461,104.07559301608713
14112,天府新区区麓山大道630号,1,3|2,1,34,2009,98.87,4,12,1,0,16688.6,2019,11,3,165.0,30.50763291476461,104.07559301608713
14113,天府新区区麓山大道20号附9号,1,2|2,1,9,2008,101.56,-1,27,1,0,18412.8,2019,12,26,187.0,30.50763291476461,104.07559301608713
14114,天府新区区麓山大道630号,1,4|1,3,34,2009,146.0,5,18,1,0,14383.6,2019,5,27,210.0,30.50763291476461,104.07559301608713
14115,天府新区区美岸路66号,1,2|1,2,26,-1,71.52,6,5,1,1,20693.5,2019,10,18,148.0,30.50763291476461,104.07559301608713
14116,天府新区区海昌路68号,1,1|1,2,32,2012,55.89,5,62,1,1,19502.6,2018,7,9,109.0,30.50763291476461,104.07559301608713
14117,天府新区区菁蓉路99号,1,4|2,1,23,-1,147.0,3,14,1,1,31292.5,2019,5,20,460.0,30.50763291476461,104.07559301608713
14118,天府新区区牧华路三段1789号,1,3|2,3,34,2018,89.0,6,4,1,0,16516.9,2020,3,5,147.0,30.50763291476461,104.07559301608713
14119,天府新区区南湖西路175号,1,2|2,3,34,2010,85.06,2,15,1,0,18810.3,2019,8,4,160.0,30.50763291476461,104.07559301608713
14120,天府新区区麓山大道二段19号附1号,1,4|2,2,26,2009,157.05,4,8,1,0,14008.3,2019,12,15,220.0,30.50763291476461,104.07559301608713
14121,天府新区区海昌路169号,1,2|1,3,35,2015,59.07,5,3,1,1,25055.0,2020,3,4,148.0,30.50763291476461,104.07559301608713
14122,天府新区区梓州大道3139号,1,4|1,1,48,2014,124.0,4,5,1,1,19838.7,2019,11,8,246.0,30.50763291476461,104.07559301608713
14123,高新区天府大道南段极地海洋世界北侧,1,2|1,1,32,2015,81.0,3,8,0,1,10493.8,2019,12,3,85.0,30.746126110373726,103.93541378871336
14124,天府新区区麓山大道二段20号附11号,1,2|2,1,18,2011,101.0,5,11,1,0,20000.0,2020,1,2,202.0,30.50763291476461,104.07559301608713
