编号,位置,区,房型,所处楼层级别,总楼层数,建造年份,面积,朝向,关注数,是否有VR房源,是否近地铁,单位价格,挂牌年,挂牌月,挂牌日,总价,纬度,经度
14125,天府新区区南湖西路175号,1,2|2,3,34,2010,84.94,7,12,1,1,18248.2,2019,12,4,155.0,30.50763291476461,104.07559301608713
14126,温江区康安路366号,4,2|2,1,26,-1,78.84,4,8,1,0,10527.7,2020,2,27,83.0,30.71744687729902,103.91394131183705
14127,温江区同兴东路399号,4,2|1,3,33,2016,78.0,5,53,1,0,15025.6,2019,11,14,117.2,30.693514697857637,103.87557694543915
14128,温江区太极大道266号,4,1|1,2,31,-1,50.9,6,5,0,0,6286.8,2019,12,8,32.0,30.649360893305946,103.81063443727348
14129,温江区海科路东段688号,4,3|2,3,18,2015,89.09,5,47,1,0,12347.1,2019,9,12,110.0,30.679795084070506,103.82049419363572
14130,温江区花都大道西段777号,4,4|2,2,33,2012,129.0,5,33,1,0,11240.3,2019,6,23,145.0,30.697662605144547,103.88060934543152
14131,温江区柳台大道东段61号,4,3|2,3,6,2007,125.0,8,10,1,0,8400.0,2019,5,12,105.0,30.695296845413157,103.8329463510048
14132,温江区南熏大道三段855号,4,3|2,2,18,2009,83.95,4,27,1,0,10006.0,2019,12,28,84.0,30.691278987021718,103.84795318234586
14133,温江区德通桥路26号,4,4|3,1,5,2007,215.0,5,28,1,0,9302.3,2018,12,29,200.0,30.702897947385413,103.82866553179191
14134,温江区光华大道三段江浦路888号,4,3|2,2,32,2016,103.0,8,7,1,1,16310.7,2019,12,3,168.0,30.68957487083777,103.89510921626145
14135,温江区柳南四路105号,4,3|2,3,6,2008,138.12,5,20,1,0,6516.1,2019,7,17,90.0,30.68875869424515,103.83656082246156
14136,-1,4,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14137,温江区光华大道三段118号,4,2|2,2,17,2009,84.74,5,22,1,1,14987.0,2019,10,23,127.0,30.686656588872214,103.87779351877656
14138,温江区涌泉街道江浦路2666号,4,3|2,3,32,2012,123.73,3,29,1,1,14143.7,2019,3,14,175.0,30.680611689784023,103.90309792172104
14139,温江区七星街191号,4,2|2,3,18,2009,88.72,5,17,1,0,13751.1,2019,10,8,122.0,30.679981008652593,103.90185908027016
14140,温江区杨柳西路66号,4,3|2,1,18,2011,122.65,3,3,1,1,11088.5,2019,10,11,136.0,30.696316155454944,103.83447129916736
14141,温江区春江南路8号,4,4|2,2,5,2013,144.0,3,27,1,0,11111.1,2019,4,7,160.0,30.716421416043683,103.8502672496786
14142,温江区温泉大道三段399号,4,3|2,1,25,2010,88.03,4,26,1,0,10110.2,2018,6,17,89.0,30.68491123730936,103.8784485919002
14143,温江区七星街191号,4,4|2,3,26,2009,142.0,3,3,1,1,17042.3,2019,9,27,242.0,30.679981008652593,103.90185908027016
14144,温江区柳台大道88号,4,2|1,1,23,2016,64.97,2,28,1,0,13852.5,2018,7,11,90.0,30.68711679737203,103.81612260154941
14145,温江区光华大道三段江浦路288号,4,3|2,2,38,-1,91.99,4,10,1,1,12936.2,2019,11,24,119.0,30.68773659170288,103.88915912622448
14146,高新西区西区大道9号,10,3|2,3,6,-1,133.14,6,14,1,0,6910.0,2020,1,4,92.0,30.75992186573347,103.89507403232952
14147,高新西区尚锦路116号,10,4|2,1,27,2008,89.33,4,74,1,0,12716.9,2020,1,4,113.6,30.75992186573347,103.89507403232952
14148,高新西区合作路89号,10,1|1,1,25,2017,28.0,4,0,0,0,7857.1,2020,1,4,22.0,30.75992186573347,103.89507403232952
14149,高新西区合作路89号,10,1|1,1,25,2017,28.0,4,0,0,0,7857.1,2020,1,4,22.0,30.75992186573347,103.89507403232952
14150,高新西区合作路89号,10,2|2,1,29,2017,77.69,2,7,1,0,14802.4,2020,1,3,115.0,30.75992186573347,103.89507403232952
14151,高新西区尚华路399号,10,2|2,3,32,2016,60.12,6,58,1,0,10645.4,2020,1,3,64.0,30.75992186573347,103.89507403232952
14152,高新西区合作路89号,10,1|0,2,18,2012,78.27,2,0,0,0,7410.2,2020,1,3,58.0,30.75992186573347,103.89507403232952
14153,高新西区合作路89号,10,1|1,1,25,2017,58.02,4,12,0,0,7032.1,2020,1,3,40.8,30.75992186573347,103.89507403232952
14154,高新西区蓝岸街59号,10,2|1,3,17,2007,84.99,3,1,1,0,14825.3,2020,1,3,126.0,30.75992186573347,103.89507403232952
14155,高新西区西迪康大道8号,10,1|1,2,19,2015,36.3,4,0,0,0,7713.5,2020,1,2,28.0,30.75992186573347,103.89507403232952
14156,高新西区西迪康大道8号,10,1|0,2,15,2015,38.0,3,1,0,0,6552.6,2019,12,30,24.9,30.75992186573347,103.89507403232952
14157,温江区海科路99号,4,3|2,3,33,2016,90.0,6,4,1,1,14444.4,2019,11,10,130.0,30.681962129365488,103.84143920797422
14158,温江区学府路南段588号,4,1|1,3,26,2009,49.96,4,15,1,0,9367.5,2019,11,17,46.8,30.682946778700558,103.82449178251112
14159,温江区永文路南段1052号,4,2|2,1,6,2006,93.48,-1,39,1,0,8558.0,2019,3,27,80.0,30.720244788670012,103.91863901487434
14160,温江区同兴东路88号,4,4|2,1,33,2012,113.46,2,17,1,1,14101.9,2018,1,12,160.0,30.6887459159006,103.87608692335851
14161,温江区华新路39号,4,2|2,2,18,2010,96.92,5,8,1,1,12381.3,2019,10,10,120.0,30.688743823132647,103.88293325370108
14162,温江区花都大道西段399号,4,2|2,3,33,2014,85.29,2,94,1,0,10669.5,2019,9,17,91.0,30.697662605144547,103.88060934543152
14163,温江区康安路366号,4,4|2,2,11,2013,188.21,5,32,1,0,10626.4,2019,4,1,200.0,30.71744687729902,103.91394131183705
14164,温江区学府路南段588号,4,3|1,2,18,2011,84.68,6,31,1,1,10864.4,2019,9,22,92.0,30.682946778700558,103.82449178251112
14165,温江区温泉大道二段,4,2|2,2,30,2015,79.77,4,15,1,0,12786.8,2019,9,21,102.0,30.68491123730936,103.8784485919002
14166,温江区同兴东路88号,4,4|2,2,33,2012,114.37,4,11,1,1,14601.7,2019,9,4,167.0,30.6887459159006,103.87608692335851
14167,成华区圣灯路111号,2,2|2,3,33,2009,88.92,7,5,1,1,17431.4,2018,7,1,155.0,30.679425870011393,104.13011399996364
14168,成华区驷马桥西林一街19号,2,1|1,1,26,2017,46.01,5,1,0,1,12606.0,2019,3,22,58.0,30.705950098366213,104.10313434437866
14169,成华区双桥路242号,2,1|1,1,1,-1,38.15,5,1,1,1,13630.4,2020,3,8,52.0,30.658121948232765,104.10770651011929
14170,成华区成华大道龙潭路18号,2,2|1,3,6,2008,91.53,3,0,1,0,14312.2,2019,6,10,131.0,36.07774774672211,120.3661710224971
14171,成华区荆竹东路288号,2,2|2,3,18,2008,79.2,1,8,1,0,15782.8,2019,11,6,125.0,30.720522135710894,104.12276591299371
14172,成华区成华区杉板桥路601号,2,1|0,2,26,2017,39.13,5,0,0,1,15077.9,2019,7,19,59.0,30.677185890064912,104.13874802564392
14173,成华区驷马桥西林一街19号,2,1|0,3,26,2017,46.01,5,0,0,1,15214.1,2019,9,8,70.0,30.705950098366213,104.10313434437866
14174,成华区羊子山路68号,2,1|1,1,20,2008,52.05,3,0,0,1,7877.0,2019,10,22,41.0,30.708783087508987,104.10256818463608
14175,成华区将军碑东二路88号,2,1|0,1,21,-1,32.27,5,5,0,1,9293.5,2019,5,30,29.99,30.69433924183778,104.14616007915261
14176,成华区荆翠西路2号,2,1|1,2,20,2015,40.08,3,1,0,1,10978.0,2019,5,15,44.0,30.722923403675093,104.1101574603473
14177,成华区荆竹中路,2,1|0,2,16,2015,49.56,1,0,0,1,11097.7,2020,1,17,55.0,30.71835878137567,104.1177474744656
14178,成华区荆翠西路2号,2,1|0,2,20,2015,41.52,5,9,0,1,10549.1,2018,2,23,43.8,30.722923403675093,104.1101574603473
14179,成华区龙潭路33号,2,1|1,3,28,2018,39.47,3,0,0,0,8867.5,2019,6,20,35.0,30.710370009018888,104.17233767457823
14180,成华区青龙路290号,2,2|2,3,7,2000,76.48,2,2,1,0,10460.3,2019,6,22,80.0,30.70943777088115,104.11688453793845
14181,成华区东荆路988号,2,1|0,1,17,2013,35.0,4,0,0,0,8571.4,2019,12,27,30.0,30.721679652146026,104.12255756270865
14182,成华区将军碑东二路88号,2,1|0,3,21,2017,30.0,5,0,0,1,11666.7,2019,8,10,35.0,30.69433924183778,104.14616007915261
14183,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14184,成华区驷马桥西林一街19号,2,1|1,2,26,2017,46.01,3,0,0,1,11736.6,2019,6,25,54.0,30.705950098366213,104.10313434437866
14185,成华区崔家店横一街56号,2,3|0,2,23,2015,49.0,6,1,0,1,15714.3,2019,5,22,77.0,30.66788995460639,104.13531978369907
14186,成华区双林北支路471号,2,2|1,3,7,1994,69.44,5,3,1,0,14400.9,2018,11,24,100.0,30.66288243291985,104.11415026484751
14187,成华区荆竹中路,2,1|0,2,16,2015,46.55,1,0,0,1,11815.3,2020,1,17,55.0,30.71835878137567,104.1177474744656
14188,成华区将军碑东二路88号,2,1|1,1,21,2017,42.39,5,0,0,1,11016.7,2019,5,19,46.7,30.69433924183778,104.14616007915261
14189,成华区荆翠西路2号,2,1|0,2,20,2015,40.08,4,0,0,1,11227.5,2019,12,24,45.0,30.722923403675093,104.1101574603473
14190,成华区桃蹊路253号,2,2|2,3,6,2004,91.28,4,1,1,0,15337.4,2019,11,10,140.0,30.689082928891,104.11766529568092
14191,成华区驷马桥羊子山路,2,1|0,2,17,2016,43.17,4,0,0,1,9960.6,2020,2,19,43.0,30.709633659465545,104.10170493729522
14192,成华区双成五路66号,2,1|0,1,33,2013,40.87,7,1,0,0,17127.5,2019,12,18,70.0,30.65188812558347,104.12886301342228
14193,成华区东丽街与东紫路交汇处,2,1|1,2,23,2017,46.0,3,0,0,1,13043.5,2019,12,18,60.0,30.71627115136744,104.11587231291692
14194,成华区成华区杉板桥路601号,2,1|1,1,26,2017,39.13,8,0,0,1,15333.5,2019,12,16,60.0,30.677185890064912,104.13874802564392
14195,成华区东丽街与东紫路交汇处,2,1|0,2,23,2017,46.0,6,0,0,1,10434.8,2019,8,20,48.0,30.71627115136744,104.11587231291692
14196,成华区将军碑东二路88号,2,1|1,1,21,2017,31.23,5,0,0,1,10999.0,2019,5,19,34.35,30.69433924183778,104.14616007915261
14197,成华区荆翠西路2号,2,1|0,2,20,2015,40.07,3,0,0,1,10481.7,2019,2,16,42.0,30.722923403675093,104.1101574603473
14198,成华区荆竹中路,2,1|1,3,16,2015,46.0,1,3,0,1,10869.6,2018,11,12,50.0,30.71835878137567,104.1177474744656
14199,成华区羊子山路88号,2,1|1,2,18,2014,59.8,4,1,0,1,14799.3,2018,12,30,88.5,30.71109947845468,104.10358772096615
14200,成华区荆翠西路2号,2,1|0,2,20,2015,44.2,5,10,0,1,11991.0,2018,12,10,53.0,30.722923403675093,104.1101574603473
14201,成华区成华区御风二路19号,2,2|1,3,38,2018,82.57,4,0,1,0,22526.3,2020,3,20,186.0,30.646085594122614,104.13611805660237
14202,成华区华实路11号,2,3|1,2,32,2016,89.54,5,6,1,0,14518.7,2020,3,19,130.0,30.704849597528444,104.19143687770399
14203,成华区建材路18号,2,2|2,2,34,2012,78.61,4,0,1,1,16791.8,2020,3,19,132.0,30.650335915521477,104.14682421887377
14204,成华区安宁河路4599号,2,1|1,1,28,2015,48.68,2,1,1,1,18488.1,2020,3,19,90.0,30.665589283983017,104.10859155035178
14205,成华区龙潭寺三环路外侧,2,2|1,3,29,2010,79.0,3,0,1,0,10506.3,2020,3,19,83.0,30.704315061757413,104.17774939664845
14206,成华区双荆路2号,2,3|2,2,20,2014,93.29,4,1,1,1,19294.7,2020,3,19,180.0,30.71525760578536,104.10443258358644
14207,成华区成华区杉板桥路601号,2,1|1,2,26,2017,40.04,4,26,0,1,12437.6,2018,10,31,49.8,30.677185890064912,104.13874802564392
14208,成华区荆翠西路2号,2,1|1,1,20,2015,40.07,8,0,0,1,11979.0,2019,12,8,48.0,30.722923403675093,104.1101574603473
14209,成华区新成华大道三段与东华一路交汇口,2,1|0,3,31,-1,36.05,3,0,0,0,11927.9,2019,8,8,43.0,30.68734506137214,104.1466656427987
14210,成华区新成华大道三段与东华一路交汇口,2,1|0,3,31,-1,36.05,3,0,0,0,11927.9,2019,8,8,43.0,30.68734506137214,104.1466656427987
14211,成华区祥和里118号,2,2|1,2,7,1995,85.51,4,6,1,0,14033.4,2018,11,11,120.0,30.663361168777215,104.102402710473
14212,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14213,成华区驷马桥西林一街19号,2,1|0,3,26,2017,46.0,5,0,0,1,13043.5,2019,6,25,60.0,30.705950098366213,104.10313434437866
14214,成华区驷马桥西林一街19号,2,1|0,1,26,2017,46.02,3,0,0,1,13037.8,2019,7,19,60.0,30.705950098366213,104.10313434437866
14215,成华区荆翠西路2号,2,1|0,2,20,2015,50.39,8,1,0,1,9327.2,2018,12,10,47.0,30.722923403675093,104.1101574603473
14216,成华区崔家店横一街56号,2,2|2,2,23,2015,48.47,6,9,0,1,13410.4,2019,4,22,65.0,30.66788995460639,104.13531978369907
14217,成华区东荆路988号,2,1|1,2,17,2013,35.0,4,1,0,0,10000.0,2019,7,2,35.0,30.721679652146026,104.12255756270865
14218,成华区驷马桥西林一街19号,2,1|1,2,26,2017,46.0,3,0,0,1,12608.7,2019,11,23,58.0,30.705950098366213,104.10313434437866
14219,成华区建设北路三段68号,2,1|1,2,14,2003,41.03,6,2,0,1,11333.2,2019,6,9,46.5,30.680003888648773,104.11158570861656
14220,成华区成华区杉板桥路601号,2,1|0,1,26,2017,40.0,4,0,0,1,15500.0,2019,6,23,62.0,30.677185890064912,104.13874802564392
14221,成华区成华区杉板桥路601号,2,1|1,3,26,2017,40.0,4,0,1,1,15000.0,2019,10,20,60.0,30.677185890064912,104.13874802564392
14222,成华区二环路东一段蓝光coco时代,2,2|1,3,31,2014,52.33,2,11,1,0,21020.4,2019,3,25,110.0,30.686872308919906,104.1105628817934
14223,成华区东华一路41号,2,2|1,2,32,2015,80.1,4,0,1,0,19975.0,2020,3,12,160.0,30.687753486273827,104.14791358138945
14224,成华区将军碑东二路88号,2,1|1,1,21,2017,31.23,5,1,0,1,10999.0,2019,5,19,34.35,30.69433924183778,104.14616007915261
14225,成华区荆翠西路2号,2,1|0,2,20,2015,40.7,3,1,0,1,10319.4,2018,12,21,42.0,30.722923403675093,104.1101574603473
14226,成华区东荆路988号,2,1|0,2,17,2013,35.0,1,0,0,0,10000.0,2019,12,1,35.0,30.721679652146026,104.12255756270865
14227,成华区龙潭寺南路103号,2,2|1,1,33,-1,69.55,1,0,1,0,12940.3,2020,3,19,90.0,30.70690548691256,104.17650762402671
14228,双流区广都大道,0,3|2,1,17,2010,126.48,4,4,1,1,9962.0,2019,10,6,126.0,30.568825076624233,103.9287632737008
14229,双流区三强路北二段88号,0,3|2,3,6,2005,121.71,4,9,1,0,10352.5,2019,10,31,126.0,30.580384196017928,103.93974999924058
14230,双流区双楠大道龙桥路,0,3|2,1,12,2015,109.0,3,18,1,1,12752.3,2019,9,27,139.0,27.056265238927665,106.8618952311296
14231,双流区西航港新街215号,0,3|2,1,18,-1,86.91,7,16,1,0,13232.1,2019,7,15,115.0,30.556314759087268,104.01897919776236
14232,双流区广都大道159号,0,2|2,2,5,2004,91.0,3,12,1,1,10989.0,2018,9,29,100.0,27.056265238927665,106.8618952311296
14233,双流区涧槽中街38号,0,3|2,3,6,2011,116.7,5,9,1,0,14138.8,2019,11,5,165.0,30.571787571231226,103.91572895058157
14234,双流区西航港街道机场路常乐二段133号,0,4|2,1,17,2013,140.21,5,13,1,0,14834.9,2017,11,14,208.0,30.601251913994478,103.9334470386298
14235,双流区万顺路一段中信城右岸,0,2|2,2,26,2015,72.53,1,2,1,0,21232.6,2020,2,25,154.0,27.056265238927665,106.8618952311296
14236,双流区西安路一段145号,0,3|2,1,7,1996,105.61,5,10,1,1,8048.5,2018,10,31,85.0,27.056265238927665,106.8618952311296
14237,双流区金江西路88号,0,2|1,1,12,2016,76.74,4,2,1,0,14594.7,2019,4,20,112.0,27.056265238927665,106.8618952311296
14238,天府新区区华府大道一段518号,0,3|1,3,31,2014,93.18,7,14,1,0,19854.0,2019,6,22,185.0,30.50763291476461,104.07559301608713
14239,双流区藏卫路南二段528号,0,2|2,1,16,2007,86.56,-1,8,1,1,11552.7,2019,11,5,100.0,30.56230148390911,103.92131629407386
14240,天府新区区剑南大道南段333号,0,3|1,3,34,2017,105.0,-1,22,1,1,25238.1,2019,11,15,265.0,30.50763291476461,104.07559301608713
14241,双流区蜀龙街9号,0,2|1,1,17,2012,79.0,4,19,1,0,13291.1,2018,11,4,105.0,27.056265238927665,106.8618952311296
14242,双流区东明街89号,0,3|2,1,6,2005,137.3,4,1,1,1,10925.0,2020,1,2,150.0,27.056265238927665,106.8618952311296
14243,双流区观庄路88号,0,3|2,3,26,2015,78.6,1,14,1,0,16793.9,2019,6,24,132.0,27.056265238927665,106.8618952311296
14244,-1,0,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14245,双流区西航港街道黄河中路二段36号,0,2|2,2,23,2009,77.79,5,29,1,0,13883.5,2019,5,21,108.0,30.57246587713265,104.00914302191977
14246,双流区双华路与光电大道交汇处,0,3|1,2,17,2016,73.01,3,29,1,0,13696.8,2018,7,5,100.0,27.056265238927665,106.8618952311296
14247,天府新区区天府大道与天府五街交汇处,0,2|2,1,33,-1,66.0,-1,12,0,1,19090.9,2019,10,12,126.0,30.50763291476461,104.07559301608713
14248,双流区蛟龙工业港乌江路352号,0,2|2,2,17,-1,80.0,-1,11,1,0,10250.0,2018,9,13,82.0,27.056265238927665,106.8618952311296
14249,双流区协和街道剑南大道2266号,0,4|2,3,32,2017,90.45,6,7,1,1,24654.5,2020,3,1,223.0,-1.0,-1.0
14250,双流区大件路南段辅路北100米,0,3|2,3,21,-1,95.07,5,3,1,0,17881.6,2019,12,8,170.0,30.558917509997944,103.955161773231
14251,双流区临港路三段8号,0,2|1,1,16,2008,65.09,3,17,1,0,13519.7,2019,9,21,88.0,27.056265238927665,106.8618952311296
14252,双流区涧槽北街22号,0,3|2,1,14,2011,90.02,4,28,1,0,15552.1,2019,7,17,140.0,30.573234044462787,103.91637171063158
14253,双流区清泰路2段115号,0,2|1,3,6,-1,86.47,3,11,1,0,9367.4,2019,6,15,81.0,27.056265238927665,106.8618952311296
14254,双流区东升街道白衣上街118号,0,2|2,2,12,2010,93.73,7,79,1,0,9602.0,2019,7,29,90.0,23.87762810564292,117.4515620964098
14255,双流区华府大道三段,0,3|2,1,27,2015,96.74,1,12,1,0,18399.8,2019,11,17,178.0,27.056265238927665,106.8618952311296
14256,双流区西航港街道黄河中路二段36号,0,3|2,1,23,2009,87.36,5,18,1,0,14079.7,2019,12,14,123.0,30.57246587713265,104.00914302191977
14257,双流区航空港临港路1段弗客城,0,2|2,3,18,2011,90.26,4,11,1,0,12187.0,2019,10,6,110.0,27.056265238927665,106.8618952311296
14258,双流区棠湖东路一段22号,0,3|2,3,6,-1,99.8,5,5,1,1,8617.2,2019,10,20,86.0,30.577652895724363,103.92866800031669
14259,金牛区交大路180号,6,3|2,2,7,1999,91.11,3,8,1,1,10953.8,2019,6,13,99.8,30.707639170856694,104.05076439706279
14260,-1,6,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14261,金牛区西安北路16号,6,2|1,1,33,-1,67.69,7,2,1,1,23341.7,2019,12,30,158.0,30.675362451516857,104.05526692616026
14262,金牛区群星路11号,6,1|1,1,7,2000,45.1,4,2,1,0,13192.9,2019,9,1,59.5,30.709033772577317,104.0588416808355
14263,金牛区育仁北路123号,6,2|1,1,34,2009,83.98,4,2,1,1,18456.8,2019,10,17,155.0,30.707618885071696,104.02599499523598
14264,高新西区尚雅路9号,10,3|1,2,33,2012,81.0,8,39,1,0,14197.5,2019,12,28,115.0,30.75992186573347,103.89507403232952
14265,高新西区天朗路9号,10,4|2,3,10,2010,129.56,4,7,1,0,12735.4,2019,12,27,165.0,30.75992186573347,103.89507403232952
14266,高新西区合作路89号,10,2|2,3,30,2015,76.36,4,10,1,0,14929.3,2019,12,27,114.0,30.75992186573347,103.89507403232952
14267,金牛区北站西一路88号,6,2|1,1,6,-1,85.95,4,4,1,1,14543.3,2019,11,3,125.0,30.69943554714277,104.0757092855659
14268,金牛区金瑞路118号,6,5|2,1,29,2013,173.22,4,7,1,1,19974.6,2019,8,12,346.0,30.712656976372237,104.01702107410662
14269,金牛区同和路98号,6,2|2,3,7,2000,94.32,8,4,1,1,13782.9,2019,2,28,130.0,30.691499307115684,104.02498157277321
14270,金牛区九里堤中路52号,6,2|1,2,7,2000,61.12,3,1,1,1,13907.1,2018,7,11,85.0,30.703287386055543,104.06494480619914
14271,金牛区二环路北一段83号,6,1|1,2,18,2009,43.2,4,4,1,1,15046.3,2019,6,8,65.0,30.699061842770327,104.04752096890032
14272,金牛区花牌坊北街88号,6,1|1,3,23,2009,48.79,4,1,1,1,18446.4,2020,3,8,90.0,30.687681788927407,104.05361271183484
14273,金牛区金科北路1号,6,1|1,1,22,2015,61.25,2,20,1,1,13877.6,2019,5,6,85.0,30.72755090921625,104.01285916898395
14274,金牛区田家巷15号,6,2|2,1,22,2007,89.4,5,14,1,0,13982.1,2019,11,27,125.0,30.695476122646536,104.08958493198169
14275,金牛区圃园南一路3号,6,2|2,2,7,1999,98.17,5,21,1,1,12020.0,2018,12,15,118.0,30.6971901617,104.0618271488928
14276,金牛区育德路88号,6,2|2,1,17,2009,89.59,4,17,1,1,18975.3,2020,1,5,170.0,30.704758632109552,104.02293210492168
14277,金牛区旺泉街10号,6,2|2,3,22,2009,63.4,4,13,1,1,17082.0,2019,5,16,108.3,30.72782743396339,104.06339344605794
14278,金牛区两河西三路55号,6,3|2,1,16,-1,108.26,4,5,1,0,25771.3,2018,8,21,279.0,30.71846302738029,103.98812428993618
14279,金牛区西北桥街33号,6,2|2,3,33,2013,87.27,1,0,1,1,18333.9,2020,2,27,160.0,30.693472670752648,104.06844117473557
14280,金牛区星辉中路14号,6,2|1,3,7,2000,68.75,5,9,1,1,14254.5,2018,3,30,98.0,30.680371362367488,104.0887609325069
14281,金牛区圃园南一路2号,6,2|1,2,7,1999,88.04,5,1,1,1,13630.2,2019,11,10,120.0,30.697028744422607,104.06143482294438
14282,高新西区西双柏路6号,10,3|2,1,29,2016,109.88,6,34,1,0,10010.9,2019,12,29,110.0,30.75992186573347,103.89507403232952
14283,高新西区天朗路9号,10,2|1,3,11,2010,67.29,4,4,1,0,11145.8,2019,12,29,75.0,30.75992186573347,103.89507403232952
14284,高新西区碧林街99号,10,3|2,2,17,2007,88.56,4,10,1,0,16937.7,2019,12,29,150.0,30.75992186573347,103.89507403232952
14285,高新西区汇川街599号,10,3|2,1,6,2007,142.0,5,10,1,0,19718.3,2019,12,29,280.0,30.75992186573347,103.89507403232952
14286,高新西区合作路89号,10,3|2,1,26,2015,103.36,6,47,1,0,14899.4,2019,12,29,154.0,30.75992186573347,103.89507403232952
14287,-1,10,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
14288,高新西区合作路89号,10,2|1,2,18,2013,73.34,-1,2,0,0,10090.0,2019,12,29,74.0,30.75992186573347,103.89507403232952
14289,金牛区交桂一巷11号,6,1|1,2,7,1999,47.37,5,6,1,1,14355.1,2019,5,11,68.0,30.70794354677007,104.0534697249536
14290,金牛区蜀汉路89号,6,1|1,2,11,2004,51.0,4,5,1,1,15451.0,2019,9,14,78.8,30.68993125066854,104.03485613231193
